PN,nameNCU
114S0092,Cyntec Co. Ltd - 003226M
114S0179,Cyntec Co. Ltd - 003226M
114S0204,Cyntec Co. Ltd - 003226M
114S0218,Cyntec Co. Ltd - 003226M
114S0279,Cyntec Co. Ltd - 003226M
114S0283,Cyntec Co. Ltd - 003226M
114S0315,Cyntec Co. Ltd - 003226M
114S0323,Cyntec Co. Ltd - 003226M
114S0361,Cyntec Co. Ltd - 003226M
114S0411,Cyntec Co. Ltd - 003226M
114S0538,Cyntec Co. Ltd - 003226M
114S0542,Cyntec Co. Ltd - 003226M
114S0548,Cyntec Co. Ltd - 003226M
114S0585,Cyntec Co. Ltd - 003226M
116S0004,Cyntec Co. Ltd - 003226M
116S0062,Cyntec Co. Ltd - 003226M
116S0066,Cyntec Co. Ltd - 003226M
116S0090,Cyntec Co. Ltd - 003226M
116S0130,Cyntec Co. Ltd - 003226M
116S0138,Cyntec Co. Ltd - 003226M
117S00004,Cyntec Co. Ltd - 003226M
117S0102,Cyntec Co. Ltd - 003226M
117S0104,Cyntec Co. Ltd - 003226M
117S0106,Cyntec Co. Ltd - 003226M
117S0161,Cyntec Co. Ltd - 003226M
118S00025,Cyntec Co. Ltd - 003226M
118S00032,Cyntec Co. Ltd - 003226M
118S00075,Cyntec Co. Ltd - 003226M
117S00009,Cyntec Co. Ltd - 003226M
117S0102,Cyntec Co. Ltd - 003226M
117S0161,Cyntec Co. Ltd - 003226M
117S0201,Cyntec Co. Ltd - 003226M
118S00025,Cyntec Co. Ltd - 003226M
118S00032,Cyntec Co. Ltd - 003226M
118S00075,Cyntec Co. Ltd - 003226M
118S0010,Cyntec Co. Ltd - 003226M
118S0011,Cyntec Co. Ltd - 003226M
118S0012,Cyntec Co. Ltd - 003226M
118S0013,Cyntec Co. Ltd - 003226M
118S0014,Cyntec Co. Ltd - 003226M
118S00187,Cyntec Co. Ltd - 003226M
118S00239,Cyntec Co. Ltd - 003226M
118S0025,Cyntec Co. Ltd - 003226M
118S0081,Cyntec Co. Ltd - 003226M
118S0103,Cyntec Co. Ltd - 003226M
118S0119,Cyntec Co. Ltd - 003226M
118S0126,Cyntec Co. Ltd - 003226M
118S0155,Cyntec Co. Ltd - 003226M
118S0255,Cyntec Co. Ltd - 003226M
118S0174,Cyntec Co. Ltd - 003226M
118S0285,Cyntec Co. Ltd - 003226M
118S0314,Cyntec Co. Ltd - 003226M
118S0321,Cyntec Co. Ltd - 003226M
118S0330,Cyntec Co. Ltd - 003226M
118S0354,Cyntec Co. Ltd - 003226M
118S0365,Cyntec Co. Ltd - 003226M
118S0394,Cyntec Co. Ltd - 003226M
118S0396,Cyntec Co. Ltd - 003226M
118S0400,Cyntec Co. Ltd - 003226M
118S0405,Cyntec Co. Ltd - 003226M
118S0407,Cyntec Co. Ltd - 003226M
118S0445,Cyntec Co. Ltd - 003226M
118S0465,Cyntec Co. Ltd - 003226M
118S0475,Cyntec Co. Ltd - 003226M
118S0570,Cyntec Co. Ltd - 003226M
118S0512,Cyntec Co. Ltd - 003226M
118S0532,Cyntec Co. Ltd - 003226M
118S0519,Cyntec Co. Ltd - 003226M
118S0608,Cyntec Co. Ltd - 003226M
118S0627,Cyntec Co. Ltd - 003226M
118S0671,Cyntec Co. Ltd - 003226M
118S0679,Cyntec Co. Ltd - 003226M
118S0706,Cyntec Co. Ltd - 003226M
118S0751,Cyntec Co. Ltd - 003226M
152S00002,Cyntec Co. Ltd - 003226M
152S00908,Cyntec Co. Ltd - 003226M
152S01005,Cyntec Co. Ltd - 003226M
152S01113,Cyntec Co. Ltd - 003226M
152S01114,Cyntec Co. Ltd - 003226M
152S01327,Cyntec Co. Ltd - 003226M
131S00003,TAIYO YUDEN CO - 000807M
131S00015,TAIYO YUDEN CO - 000807M
131S00028,TAIYO YUDEN CO - 000807M
131S00090,TAIYO YUDEN CO - 000807M
131S00145,TAIYO YUDEN CO - 000807M
131S00303,TAIYO YUDEN CO - 000807M
131S00329,TAIYO YUDEN CO - 000807M
131S0805,TAIYO YUDEN CO - 000807M
131S0654,TAIYO YUDEN CO - 000807M
132S00003,TAIYO YUDEN CO - 000807M
132S00040,TAIYO YUDEN CO - 000807M
132S00057,TAIYO YUDEN CO - 000807M
132S00154,TAIYO YUDEN CO - 000807M
132S00229,TAIYO YUDEN CO - 000807M
132S00233,TAIYO YUDEN CO - 000807M
132S0245,TAIYO YUDEN CO - 000807M
132S0288,TAIYO YUDEN CO - 000807M
132S0333,TAIYO YUDEN CO - 000807M
132S0351,TAIYO YUDEN CO - 000807M
132S0320,TAIYO YUDEN CO - 000807M
132S0396,TAIYO YUDEN CO - 000807M
132S0397,TAIYO YUDEN CO - 000807M
132S0534,TAIYO YUDEN CO - 000807M
138S00014,TAIYO YUDEN CO - 000807M
138S00042,TAIYO YUDEN CO - 000807M
138S00116,TAIYO YUDEN CO - 000807M
138S00163,TAIYO YUDEN CO - 000807M
138S00264,TAIYO YUDEN CO - 000807M
138S0640,TAIYO YUDEN CO - 000807M
138S0648,TAIYO YUDEN CO - 000807M
138S0692,TAIYO YUDEN CO - 000807M
911-000R-037,"Alpha
確信愛法"
911-0006-024,"Alpha
確信愛法"
911-HF36-020,"Alpha
確信愛法"
911-000R-037,"Alpha
確信愛法"
911-0006-024,"Alpha
確信愛法"
911-HF36-020,"Alpha
確信愛法"
071-0000-6729,"Loctite
漢高樂泰"
071-0000-6904,"Loctite
漢高樂泰"
071-0001-6903,"Loctite
漢高樂泰"
081-0001-9260,"MYS
美盈森"
081-0001-9261,"MYS
美盈森"
081-0002-9261,"MYS
美盈森"
081-0001-9257,"MYS
美盈森"
080-012B-320,"MYS
美盈森"
084-00V1-8065,三輝
7Q002-04-05,品創源實業
1513003-0010021,準駿
083-0004-851,深寶興 
1513005-0070055,新龍泉商貿
081-0003-280-V,蘇州普惠
086-0001-4767-V,蘇州普惠
084-0002-8065,蘇州普惠
080-0009-038-V,蘇州普惠
084-00V3-8057,蘇州普惠
084-00V2-8057,蘇州普惠
084-00V1-8057,蘇州普惠
081-0001-9256,蘇州普惠
081-0002-9256,蘇州普惠
081-0001-9259,蘇州普惠
081-0001-9258,蘇州普惠
081-0002-9258,蘇州普惠
081-0003-9258,蘇州普惠
081-0002-9511,蘇州普惠
081-0004-9511,蘇州普惠
081-0007-9511,蘇州普惠
081-0008-9511,蘇州普惠
081-0009-9511,蘇州普惠
081-0010-9511,蘇州普惠
081-0011-9511,蘇州普惠
081-0001-9550,蘇州普惠
081-0002-9550,蘇州普惠
081-0003-9550,蘇州普惠
081-0004-9550,蘇州普惠
081-0005-9550,蘇州普惠
081-0006-9550,蘇州普惠
086-0006-00001,"Global Commerce
金永利"
090-0016-532,"Global Commerce
金永利"
090-0003-532,"Global Commerce
金永利"
084-0008-8864,"Global Commerce
金永利"
084-1009-8864,"Global Commerce
金永利"
084-1010-8864,"Global Commerce
金永利"
084-1012-8864,"Global Commerce
金永利"
083-0006-7416,"Global Commerce
金永利"
083-0007-7416,"Global Commerce
金永利"
083-0009-7416,"Global Commerce
金永利"
082-0001-077,"Global Commerce
金永利"
082-0002-077,"Global Commerce
金永利"
082-0006-077,"Global Commerce
金永利"
081-0008-2585,"Global Commerce
金永利"
081-0001-9260,"MYS Vietnam
美盈森"
081-0001-9261,"MYS Vietnam
美盈森"
081-0002-9261,"MYS Vietnam
美盈森"
081-0001-9257,"MYS Vietnam
美盈森"
080-012B-320,"MYS Vietnam
美盈森"
084-00V1-8065,"MYS Vietnam
美盈森"
084-0001-1617,Viet Hung
086-0006-00001,"Global Commerce
金永利"
090-0016-532,"Global Commerce
金永利"
090-0003-532,"Global Commerce
金永利"
084-0008-8864,"Global Commerce
金永利"
084-1009-8864,"Global Commerce
金永利"
084-1010-8864,"Global Commerce
金永利"
084-1012-8864,"Global Commerce
金永利"
083-0006-7416,"Global Commerce
金永利"
083-0007-7416,"Global Commerce
金永利"
083-0009-7416,"Global Commerce
金永利"
082-0001-077,"Global Commerce
金永利"
082-0002-077,"Global Commerce
金永利"
082-0006-077,"Global Commerce
金永利"
081-0008-2585,"Global Commerce
金永利"
085-0001-2478-V,Profuse
084-0001-1617,Profuse
1501001-0010034,Profuse
084-0001-1618,Profuse
081-0003-280-V,Profuse
086-0001-4767-V,Profuse
084-0002-8065,Profuse
080-0009-038-V,Profuse
084-00V3-8057,Profuse
084-00V2-8057,Profuse
084-00V1-8057,Profuse
081-0001-9256,Profuse
081-0002-9256,Profuse
081-0001-9259,Profuse
081-0001-9258,Profuse
081-0002-9258,Profuse
081-0003-9258,Profuse
081-0002-9511,Profuse
081-0004-9511,Profuse
081-0007-9511,Profuse
081-0008-9511,Profuse
081-0009-9511,Profuse
081-0010-9511,Profuse
081-0011-9511,Profuse
081-0001-9550,Profuse
081-0002-9550,Profuse
081-0003-9550,Profuse
081-0004-9550,Profuse
081-0005-9550,Profuse
081-0006-9550,Profuse
